Date,Open,High,Low,Close,Adj Close,Volume
2018-06-25,602.299988,605.599976,596.000000,596.950012,592.307312,187152
2018-06-26,596.049988,601.599976,588.599976,590.599976,586.006653,512878
2018-06-27,591.400024,594.950012,586.150024,590.299988,585.708984,321819
2018-06-28,585.700012,590.000000,574.700012,584.900024,580.351013,507185
2018-06-29,585.250000,596.000000,574.299988,592.750000,588.139954,294532
2018-07-02,594.000000,596.500000,583.500000,592.349976,587.743042,274268
2018-07-03,592.000000,594.799988,580.650024,588.200012,583.625366,1465494
2018-07-04,589.900024,595.299988,584.299988,590.700012,586.105896,180726
2018-07-05,591.400024,602.950012,587.250000,595.549988,590.918152,379807
2018-07-06,596.950012,600.950012,588.650024,590.599976,586.006653,154153
2018-07-09,594.900024,608.099976,590.200012,599.900024,595.234375,130656
2018-07-10,608.799988,621.700012,603.000000,614.400024,609.621582,426150
2018-07-11,619.349976,619.349976,602.799988,606.299988,601.584534,104901
2018-07-12,608.549988,615.000000,592.750000,610.049988,605.305359,274833
2018-07-13,618.900024,623.950012,593.000000,601.150024,596.474670,772113
2018-07-16,600.000000,600.000000,558.049988,563.599976,559.216614,395401
2018-07-17,562.950012,575.849976,557.599976,567.450012,563.036743,174695
2018-07-18,569.000000,570.900024,534.500000,546.500000,542.249634,328156
2018-07-19,545.950012,556.750000,540.849976,549.000000,544.730225,208168
2018-07-20,547.000000,556.750000,545.000000,552.849976,548.550232,461396
2018-07-23,552.849976,567.849976,545.549988,566.349976,561.945251,165930
2018-07-24,569.000000,595.099976,562.900024,587.700012,583.129211,308131
2018-07-25,587.700012,593.500000,574.000000,577.650024,573.157410,216332
2018-07-26,578.000000,588.000000,567.549988,570.599976,566.162170,160298
2018-07-27,574.849976,581.549988,566.400024,568.450012,564.028931,146048
2018-07-30,570.049988,582.549988,568.500000,578.099976,573.603882,258526
2018-07-31,579.950012,595.000000,576.000000,578.599976,574.099976,328358
2018-08-01,576.000000,598.200012,570.599976,590.299988,590.299988,460944
2018-08-02,590.299988,596.299988,581.700012,587.200012,587.200012,272952
2018-08-03,585.900024,603.099976,584.650024,586.650024,586.650024,373194
2018-08-06,586.250000,597.799988,579.150024,581.200012,581.200012,211560
2018-08-07,582.900024,584.650024,572.950012,581.500000,581.500000,212668
2018-08-08,584.450012,592.000000,576.000000,581.799988,581.799988,255271
2018-08-09,582.099976,600.000000,576.500000,590.500000,590.500000,266800
2018-08-10,585.549988,588.700012,551.200012,568.599976,568.599976,1022292
2018-08-13,568.799988,568.799988,554.549988,559.299988,559.299988,180486
2018-08-14,558.900024,572.000000,553.349976,565.650024,565.650024,271117
2018-08-16,568.900024,568.900024,555.299988,558.049988,558.049988,246432
2018-08-17,560.799988,564.049988,550.099976,553.849976,553.849976,175311
2018-08-20,556.250000,563.150024,547.000000,551.799988,551.799988,237281
2018-08-21,551.000000,558.549988,547.549988,549.849976,549.849976,154980
2018-08-23,548.900024,556.849976,543.349976,549.200012,549.200012,136242
2018-08-24,549.299988,550.000000,539.349976,542.500000,542.500000,186949
2018-08-27,543.700012,554.450012,543.700012,551.299988,551.299988,261706
2018-08-28,553.000000,556.150024,542.650024,547.599976,547.599976,313622
2018-08-29,545.000000,552.000000,542.750000,548.849976,548.849976,144131
2018-08-30,550.000000,563.549988,546.000000,559.450012,559.450012,588974
2018-08-31,560.000000,565.000000,536.599976,540.000000,540.000000,448930
2018-09-03,544.000000,545.700012,528.049988,531.700012,531.700012,237801
2018-09-04,531.799988,534.849976,515.799988,518.849976,518.849976,708695
2018-09-05,515.000000,520.900024,505.000000,513.400024,513.400024,576067
2018-09-06,511.000000,519.599976,506.649994,517.049988,517.049988,376049
2018-09-07,520.549988,533.299988,513.000000,527.450012,527.450012,595395
2018-09-10,528.250000,532.799988,518.299988,525.650024,525.650024,245622
2018-09-11,524.049988,543.500000,520.349976,522.750000,522.750000,561952
2018-09-12,522.750000,526.150024,510.100006,524.450012,524.450012,298267
2018-09-14,524.450012,530.000000,521.299988,526.299988,526.299988,166267
2018-09-17,526.250000,529.000000,514.500000,522.750000,522.750000,219995
2018-09-18,520.099976,528.400024,514.500000,517.000000,517.000000,257658
2018-09-19,524.500000,525.450012,514.200012,519.200012,519.200012,235376
2018-09-21,521.250000,522.250000,490.250000,499.750000,499.750000,566004
2018-09-24,500.000000,508.899994,494.399994,503.450012,503.450012,313435
2018-09-25,504.000000,513.000000,496.750000,502.899994,502.899994,370713
2018-09-26,504.000000,517.099976,500.500000,510.299988,510.299988,370593
2018-09-27,514.000000,515.900024,503.500000,504.799988,504.799988,230007
2018-09-28,507.600006,510.200012,486.200012,500.500000,500.500000,467095
2018-10-01,506.000000,509.899994,489.049988,503.200012,503.200012,675298
2018-10-03,506.450012,506.450012,483.450012,488.100006,488.100006,973892
2018-10-04,484.500000,490.000000,468.399994,480.299988,480.299988,393936
2018-10-05,482.000000,482.649994,466.549988,473.100006,473.100006,196403
2018-10-08,466.600006,483.250000,462.600006,477.049988,477.049988,345965
2018-10-09,475.200012,490.250000,467.049988,476.600006,476.600006,383859
2018-10-10,473.200012,499.600006,473.200012,493.850006,493.850006,147341
2018-10-11,484.500000,497.750000,445.500000,483.600006,483.600006,133961
2018-10-12,484.000000,496.600006,479.750000,484.649994,484.649994,143395
2018-10-15,485.100006,517.650024,479.000000,513.950012,513.950012,384654
2018-10-16,511.000000,514.049988,483.000000,486.500000,486.500000,1127624
2018-10-17,492.899994,492.899994,468.700012,470.799988,470.799988,1107415
