Date,Open,High,Low,Close,Adj Close,Volume
2019-01-24,281.605011,282.614990,270.403992,276.968994,276.968994,10198123
2019-01-25,279.126007,286.471985,277.290009,282.339996,282.339996,5928740
2019-01-28,282.799011,284.037994,270.587006,280.182007,280.182007,4462283
2019-01-29,280.044006,284.313995,277.014008,282.661011,282.661011,3150865
2019-01-30,283.717010,287.298004,275.545013,278.851013,278.851013,6432689
2019-01-31,279.584991,285.048004,278.346008,281.329987,281.329987,9318291
2019-02-01,280.135986,294.643005,280.044006,286.334015,286.334015,9073574
2019-02-04,284.635010,285.324005,277.473999,281.467987,281.467987,3824016
2019-02-05,271.230011,286.149994,268.889008,282.983002,282.983002,14408150
2019-02-06,281.881012,285.093994,276.372009,283.488007,283.488007,5106802
2019-02-07,283.350006,288.674988,280.227997,285.691010,285.691010,3781521
2019-02-08,283.717010,288.492004,281.053986,287.618988,287.618988,3351017
2019-02-11,289.226013,289.639008,285.553009,286.654999,286.654999,3242729
2019-02-12,286.196014,289.777008,284.313995,285.782990,285.782990,2185109
2019-02-14,283.717010,284.542999,272.239990,276.187988,276.187988,8415395
2019-02-15,276.372009,281.007996,273.019989,279.677002,279.677002,6603478
2019-02-18,281.789001,282.018005,275.498993,277.795013,277.795013,4358423
2019-02-19,279.033997,287.848999,276.877014,278.851013,278.851013,7454028
2019-02-20,280.549011,285.415985,279.998993,283.717010,283.717010,6102394
2019-02-21,280.871002,285.553009,278.208008,284.542999,284.542999,5698776
2019-02-22,283.901001,290.602997,282.845001,288.170013,288.170013,6085355
2019-02-25,288.308014,293.816986,286.104004,291.291992,291.291992,4078190
2019-02-26,289.868988,294.276001,287.756989,289.639008,289.639008,5459709
2019-02-27,292.852997,298.638000,288.628998,293.954987,293.954987,4443715
2019-02-28,298.316010,300.197998,290.097992,292.027008,292.027008,7546004
2019-03-01,291.796997,291.796997,277.381989,282.477997,282.477997,29032738
2019-03-05,282.799011,283.901001,278.759003,282.661011,282.661011,11186728
2019-03-06,285.507996,287.618988,283.074005,284.084015,284.084015,6962671
2019-03-07,284.635010,286.654999,281.881012,282.477997,282.477997,6347410
2019-03-08,284.406006,286.471985,282.477997,283.441986,283.441986,4359662
2019-03-11,283.763000,309.518005,283.441986,306.488007,306.488007,16744631
